templateId	text	templateText
1	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
2	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
3	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
4	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
5	как проверять сделку по статье 54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверить сделку по ст.54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по ст. 54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверить сделку по ст 54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по ст 54,1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по ст 54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по статье 54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по статье 54,1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
5	как проверяют сделку по ст.54.1	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7z
6	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
7	Как бухгалтеру закрыть 2021 год?	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021г	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021 г.	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021 год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как бухгалтеру закрыть 2021г.	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как закрыть бухгалтеру 2021 год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрыть 2021 год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрыть 2021	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрыть 2021год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрытие 2021 года	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрыть 2021г	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	закрытие года 2021	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как закрыть 2021	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как закрыть 2021 год?	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	Как закрыть 2021 год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как закрыть 2021год	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
7	как закрыть 2021 г	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7f
8	можно ли быть самозанятым и быть ип	Вот ссылка по вашему вопросу https://links.action-media.ru/n98u
8	Может ли человек быть одновременно самозанятым и ИП 	Вот ссылка по вашему вопросу https://links.action-media.ru/n98u
9	лимит по патентам 2023 году	Вот ссылка по вашему вопросу https://links.action-media.ru/n9UK
9	какой лимит по патентам 2023 году	Вот ссылка по вашему вопросу https://links.action-media.ru/n9UK
10	рикитикитави	Вот ссылка по вашему вопросу https://www.1gl.ru/#/document/99/578322412/actual/
11	как составить пояснения в налоговую образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в налоговую инспекцию образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	Как составить пояснение в налоговую инспекцию. Образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	Как составить пояснения в налоговую инспекцию. Образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в налоговую инспекцию, образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснение в налоговую инспекцию образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в налоговую инспекцию	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснение в налоговую инспекцию	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснение в налоговую	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в налоговую	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснение в налоговую инспекцию?	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	Как составить пояснения в налоговую инспекцию?	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	Как составить пояснения в налоговую инспекцию.	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснение в ИФНС	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в ИФНС	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	как составить пояснения в ифнс образцы ответов	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	пояснения в налоговую	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	пояснение в налоговую	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	пояснение в налоговую инспекцию	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	пояснения в налоговую инспекцию	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	Пояснения в налоговую образцы	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
11	пояснение в налоговую образцы	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7t
12	справочник отчетности за 1 квартал	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	справочник по отчетности за 1 квартал	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	справочник отчетность за 1 квартал	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	справочник отчетности за 1 полугодие	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	справочник отчетности 1 квартал	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	справочник отчетность за 1 квартал 2022	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	отчет за 1 квартал 2022 года справочник	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	Справочник «Отчетность за I квартал 2022 года»	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
12	отчет за 1 квартал 2022 справочник	Вот ссылка по вашему вопросу https://links.action-media.ru/UT7N
13	спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	да спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	СПАСИБО!!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо !	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо огромное	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Большое спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	огромное спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, огромное	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо вам большое	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Большое спасибо!!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Большое спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо огромное!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо большое!!!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	да, спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	да.Спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Большое спасибо за ответ!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо большое за ответ!!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо за ответ!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Огромное спасибо за ответ!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо за ответ, изучим!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое за ответ!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо, прорабатываю ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо за оперативный ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо за понятный ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Большое спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	огромное спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	хорошо.спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Хорошо, спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Хорошо, спасибо)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, отлично.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	хорошо, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Хорошо, спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо Большое)))	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	я поняла спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо. Поняла.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Поняла, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Понял спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое за помощь!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, вы мне очень помогли.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо за помощь	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо большое за помощь	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Всё понятно, Спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, все понятно	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо. Все понятно.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо, буду ждать	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое! разбираюсь	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	понятно, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	ясно, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Ясно, спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Окей. спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо. Удачи.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	хорошо спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое , хорошего вам дня.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо,	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо)!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо!)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо .	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да, спасибо большое	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Поняла. Спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Поняла, спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо поняла	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	поняла , спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Хорошо. Спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да хорошо, спасибо	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	ок) Спасибо)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо))	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да, конечно. Спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да, конечно, спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Конечно, спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Да, конечно! Спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Понятно. спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, все понятно.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Понятно, спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Ясно. спасибо.	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Понял, спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Поняла, спасибо:)	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Я поняла Вас,спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо. поняла))	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Понял. Спасибо!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	СПасибо огромное!!!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо большое!!	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо за помощь ))	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, помогли	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	Спасибо, получили вопрос на свой ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
13	спасибо за ответ	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
